Date,Open,High,Low,Close,Volume
6/24/2022,"3,821.75","3,913.65","3,821.75",3911.74,0
6/27/2022,"3,920.76","3,927.72","3,889.66",3900.11,0
6/28/2022,"3,913.00","3,945.86","3,820.14",3821.55,0
6/29/2022,"3,825.09","3,836.50","3,799.02",3818.83,0
6/30/2022,"3,785.99","3,818.99","3,738.67",3785.38,0
7/1/2022,"3,781.00","3,829.82","3,752.10",3825.33,0
7/5/2022,"3,792.61","3,832.19","3,742.06",3831.39,0
7/6/2022,"3,831.98","3,870.91","3,809.37",3845.08,0
7/7/2022,"3,858.85","3,910.63","3,858.85",3902.62,0
7/8/2022,"3,888.26","3,918.50","3,869.34",3899.38,0
7/11/2022,"3,880.94","3,880.94","3,847.22",3854.43,0
7/12/2022,"3,851.95","3,873.41","3,802.36",3818.80,0
7/13/2022,"3,779.67","3,829.44","3,759.07",3801.78,0
7/14/2022,"3,763.99","3,796.41","3,721.56",3790.38,0
7/15/2022,"3,818.00","3,863.62","3,817.18",3863.16,0
7/18/2022,"3,883.79","3,902.44","3,818.63",3830.85,0
7/19/2022,"3,860.73","3,939.81","3,860.73",3936.69,0
7/20/2022,"3,935.32","3,974.13","3,922.03",3959.90,0
7/21/2022,"3,955.47","3,999.29","3,927.64",3998.95,0
7/22/2022,"3,998.43","4,012.44","3,938.86",3961.63,0
7/25/2022,"3,965.72","3,975.30","3,943.46",3966.84,0
7/26/2022,"3,953.22","3,953.22","3,910.74",3921.05,0
7/27/2022,"3,951.43","4,039.56","3,951.43",4023.61,0
7/28/2022,"4,026.13","4,078.95","3,992.97",4072.43,0
7/29/2022,"4,087.33","4,140.15","4,079.22",4130.29,0
8/1/2022,"4,112.38","4,144.95","4,096.02",4118.63,0
8/2/2022,"4,104.21","4,140.47","4,079.81",4091.19,0
8/3/2022,"4,107.96","4,167.66","4,107.96",4155.17,0
8/4/2022,"4,154.85","4,161.29","4,135.42",4151.94,0
8/5/2022,"4,115.87","4,151.58","4,107.31",4145.19,0
8/8/2022,"4,155.93","4,186.62","4,128.97",4140.06,0
8/9/2022,"4,133.11","4,137.30","4,112.09",4122.47,0
8/10/2022,"4,181.02","4,211.03","4,177.26",4210.24,0
8/11/2022,"4,227.40","4,257.91","4,201.41",4207.27,0
8/12/2022,"4,225.02","4,280.47","4,219.78",4280.15,0
8/15/2022,"4,269.37","4,301.79","4,256.90",4297.14,0
8/16/2022,"4,290.46","4,325.28","4,277.77",4305.20,0
8/17/2022,"4,280.40","4,302.18","4,253.08",4274.04,0
8/18/2022,"4,273.13","4,292.53","4,261.98",4283.74,0
